id	GWEIGHT	log2WT	log2KO	log2KO-WT
Calm3	1	12.53730401	12.62034979	0.083045778
Calm4	1	1.592165582	1.193304888	-0.398860695
Calm5	1	0	0	0
Calml3	1	0	0	0
Calml4	1	2.252828137	3.360028911	1.107200774
Caln1	1	0	0	0
Calr	1	14.12353587	14.35143592	0.227900059
Calr3	1	4.547326197	3.997445473	-0.549880724
Calr4	1	0.71288478	0	-0.71288478
Calu	1	11.1039304	10.9081313	-0.195799095
Caly	1	0.71288478	1.559013945	0.846129165
Camk1	1	7.612531004	8.517608935	0.905077931
Camk1d	1	8.152928974	7.776884651	-0.376044323
Camk1g	1	1.437288514	0.706122716	-0.731165798
Camk2a	1	7.552617845	6.969156274	-0.583461571
Camk2b	1	3.277193781	2.556564765	-0.720629016
Camk2d	1	7.072367463	7.053434025	-0.018933437
Camk2g	1	8.969179802	8.788831924	-0.180347878
Camk2n1	1	3.460961868	3.976981587	0.516019719
Camk2n2	1	3.87459003	3.482935798	-0.391654232
Camk4	1	4.769986978	3.834690287	-0.935296692
Camkk1	1	6.184957125	6.489785272	0.304828147
Camkk2	1	9.469036623	9.152543993	-0.31649263
Camkv	1	3.49014768	2.439930872	-1.050216809
Caml	1	7.750250114	7.805435475	0.055185361
Camp	1	10.81877189	12.05004974	1.231277854
Camsap1	1	9.429019706	8.223606179	-1.205413527
Camsap2	1	10.79875772	9.288015876	-1.510741839
Camsap3	1	5.86524337	4.58593797	-1.2793054
Camta1	1	6.912050563	6.992532327	0.080481765
Camta2	1	8.374153315	8.887853809	0.513700494
Cand1	1	11.48821679	11.38199127	-0.106225522
Cand2	1	10.7128894	11.03709889	0.324209496
Cant1	1	9.500858133	9.966865288	0.466007156
Canx	1	13.29010959	13.12561561	-0.164493984
Cap1	1	11.53867014	11.80718578	0.268515638
Cap2	1	4.917726199	4.433397054	-0.484329145
Capg	1	9.174502292	10.04250591	0.868003621
Capn1	1	11.4380578	10.91736804	-0.520689758
Capn10	1	7.089442853	7.821162772	0.731719918
Capn11	1	1.06436682	0	-1.06436682
Capn12	1	8.475286739	9.444533354	0.969246615
Capn13	1	0	0.413692533	0.413692533
Capn2	1	8.433964299	8.604765135	0.170800836
Capn3	1	4.904794339	4.292186799	-0.612607539
Capn5	1	10.3452784	9.223407036	-1.121871359
Capn6	1	5.816014736	4.541855988	-1.274158748
Capn7	1	9.729429368	9.570692214	-0.158737154
Capn8	1	0.437646024	0	-0.437646024
Capn9	1	0.437646024	0	-0.437646024
Capns1	1	10.96653667	11.24842606	0.281889397
Capns2	1	2.782483812	0.676850235	-2.105633577
Caprin1	1	13.43648839	13.00890784	-0.427580546
Caprin2	1	7.641855384	7.960447173	0.318591789
Caps2	1	0.650186777	0	-0.650186777
Capsl	1	1.485445947	1.514528993	0.029083046
Capza1	1	10.5540572	10.40639051	-0.147666697
Capza2	1	11.17747534	11.33857691	0.161101567
Capza3	1	0	0	0
Capzb	1	11.57943714	12.20027955	0.620842406
Car1	1	8.7681988	12.05885921	3.290660408
Car10	1	0	0	0
Car11	1	0	0.966924314	0.966924314
Car12	1	4.861091592	5.182464878	0.321373285
Car13	1	7.042474747	5.909955418	-1.132519329
Car14	1	5.763714882	5.467180503	-0.296534378
Car15	1	3.846454186	4.06282037	0.216366184
Car2	1	14.27742343	15.23535366	0.957930232
Car3	1	5.415137512	4.991945822	-0.42319169
Car4	1	0.361415423	0.987698649	0.626283226
Car5a	1	2.612452916	1.933784122	-0.678668794
Car5b	1	2.918323359	4.223817511	1.305494152
Car6	1	0.361415423	1.219316369	0.857900946
Car7	1	2.699661041	2.805854869	0.106193829
Car8	1	3.717270026	3.649901527	-0.0673685
Car9	1	5.861864741	5.949178974	0.087314232
Card10	1	6.49451108	6.794033819	0.29952274
Card11	1	5.726862749	5.030175577	-0.696687172
Card14	1	5.300343448	6.393736606	1.093393158
Card6	1	5.228285799	4.823532497	-0.404753301
Card9	1	8.567802223	9.326545416	0.758743192
Carf	1	6.341546317	5.959022678	-0.382523639
Carhsp1	1	10.35750255	8.994000602	-1.363501945
Carkd	1	8.609948327	8.981214076	0.37126575
Carm1	1	11.15153064	10.67974404	-0.471786601
Carns1	1	4.934056197	4.723359798	-0.210696399
Cars	1	10.48307084	10.60680711	0.123736267
Cars2	1	8.54730525	8.759728701	0.212423451
Cartpt	1	0.650186777	0	-0.650186777
Casc1	1	4.62860548	5.178745283	0.550139803
Casc3	1	10.4311836	10.34257214	-0.088611465
Casc4	1	8.741143708	8.492833599	-0.248310109
Casc5	1	11.05202244	10.2298842	-0.822138243
Casd1	1	9.285399976	9.136396026	-0.14900395
Cask	1	7.742195238	7.336310419	-0.405884819
Caskin1	1	5.561802927	5.912383156	0.350580228
Caskin2	1	9.463701326	7.686516426	-1.777184901
Casp1	1	7.038023699	7.802193539	0.76416984
Casp12	1	0	0.702210631	0.702210631
Casp14	1	0	0	0
Casp2	1	10.61980987	10.01046688	-0.609342988
Casp3	1	10.74323189	10.35896682	-0.384265066
Casp4	1	4.772606948	5.631757832	0.859150884
Casp6	1	7.892399146	8.091133485	0.198734339
Casp7	1	9.012273654	8.868990082	-0.143283572
Casp8	1	9.389132484	9.400245533	0.011113049
Casp8ap2	1	10.27091985	9.657952458	-0.612967394
Casp9	1	9.140647221	8.727023035	-0.413624186
Casq1	1	2.310434573	2.369728384	0.059293811
Casq2	1	1.38500728	1.907123747	0.522116466
Casr	1	0	0	0
Cass4	1	4.294274608	3.94357465	-0.350699958
Cast	1	10.30273248	9.075616385	-1.227116092
Casz1	1	7.191240246	7.467416353	0.276176106
Cat	1	11.40511167	12.05721047	0.652098802
Catsper1	1	0	0	0
Catsper2	1	4.449765105	4.575639994	0.125874889
Catsper3	1	0.71288478	0.413692533	-0.299192247
Catsper4	1	0	0.408899935	0.408899935
Catsperb	1	0	0	0
Catsperg1	1	3.683364354	3.321443312	-0.361921042
Catsperg2	1	0	0.730978093	0.730978093
Cav1	1	3.21335383	2.761896081	-0.451457749
Cav2	1	5.424316364	5.203288699	-0.221027665
Cav3	1	0.361415423	0	-0.361415423
Cbfa2t2	1	8.540682621	8.247282721	-0.2933999
Cbfa2t3	1	9.811126966	10.06281246	0.251685491
Cbfb	1	10.02405722	9.879629424	-0.144427791
Cbl	1	10.4878347	9.083036629	-1.404798074
Cblb	1	8.325426086	7.759431917	-0.565994169
Cblc	1	0	1.388933861	1.388933861
Cbll1	1	8.50150494	8.579507513	0.078002572
Cbln1	1	0	0	0
Cbln2	1	0	0.408899935	0.408899935
Cbln3	1	2.061629345	2.273917839	0.212288495
Cbln4	1	0.361415423	0	-0.361415423
Cbr1	1	7.747372703	8.272642748	0.525270046
Cbr2	1	0	1.193304888	1.193304888
Cbr3	1	1.544601568	1.839128228	0.29452666
Cbr4	1	7.035036495	7.239506097	0.204469602
Cbs	1	4.662287956	4.619386212	-0.042901744
Cbwd1	1	7.946943777	8.052285401	0.105341624
Cbx1	1	9.940802388	9.805141226	-0.135661162
Cbx2	1	6.7775297	6.132075176	-0.645454524
Cbx3	1	9.661109138	9.519416841	-0.141692297
Cbx4	1	8.504070272	8.97877893	0.474708658
Cbx5	1	13.29065101	12.72762087	-0.563030138
Cbx6	1	9.816908831	9.949681911	0.13277308
Cbx7	1	6.203063816	6.43135334	0.228289524
Cbx8	1	5.481127719	6.272964473	0.791836754
Cby1	1	7.789898896	8.455448355	0.665549458
Cc2d1a	1	8.273716208	8.721786535	0.448070327
Cc2d1b	1	9.521444018	10.11065647	0.589212453
Cc2d2a	1	5.861875746	5.246295999	-0.615579747
Ccar1	1	11.21093417	10.97344558	-0.237488589
Ccbe1	1	2.918056234	1.198868482	-1.719187752
Ccbl1	1	7.394366046	8.372837081	0.978471035
Ccbl2	1	7.498250087	7.533449934	0.035199847
Ccbp2	1	1.317961205	1.673170265	0.35520906
Ccdc101	1	8.429815526	8.591924152	0.162108626
Ccdc102a	1	7.23123782	7.87823309	0.64699527
Ccdc103	1	3.201551885	2.988074031	-0.213477854
Ccdc104	1	8.032247553	8.272183696	0.239936143
Ccdc105	1	0	0.408899935	0.408899935
Ccdc106	1	3.63477251	3.562417697	-0.072354814
Ccdc107	1	7.662591378	7.981045077	0.318453699
Ccdc108	1	0.995282569	0	-0.995282569
Ccdc109a	1	8.312950501	8.723483997	0.410533497
Ccdc109b	1	6.073158408	5.397151998	-0.67600641
Ccdc11	1	1.752495335	2.301656002	0.549160667
Ccdc110	1	0.361415423	0	-0.361415423
Ccdc111	1	8.6880304	8.9385095	0.250479101
Ccdc112	1	4.432051919	4.230906797	-0.201145122
Ccdc113	1	0.361415423	0	-0.361415423
Ccdc114	1	4.373812469	4.606906815	0.233094346
Ccdc115	1	9.44977884	9.84902599	0.39924715
Ccdc116	1	5.76315024	5.69576006	-0.067390179
Ccdc117	1	9.382888451	9.16199741	-0.220891041
Ccdc12	1	8.990839535	9.512434215	0.521594681
Ccdc120	1	4.972712254	4.743188735	-0.229523519
Ccdc121	1	0	0	0
Ccdc122	1	5.052755251	4.420036196	-0.632719056
Ccdc123	1	8.667959362	9.108841838	0.440882475
Ccdc124	1	9.868426102	10.48857201	0.620145908
Ccdc125	1	7.265215492	8.077477057	0.812261565
Ccdc126	1	6.124852334	6.336882745	0.212030411
Ccdc127	1	9.264872988	9.008776459	-0.256096529
Ccdc129	1	0	0.413692533	0.413692533
Ccdc13	1	0.361415423	0	-0.361415423
Ccdc130	1	6.71174484	6.996930447	0.285185606
Ccdc132	1	9.010017017	9.123283403	0.113266386
Ccdc134	1	7.959638367	8.0999651	0.140326733
Ccdc135	1	4.416489897	2.823296132	-1.593193765
Ccdc136	1	1.277049459	1.178126608	-0.098922851
Ccdc137	1	9.222329774	8.918081036	-0.304248738
Ccdc138	1	6.228632951	5.535261458	-0.693371494
Ccdc14	1	7.800284511	7.709760916	-0.090523595
Ccdc141	1	5.060928061	0.970181332	-4.090746729
Ccdc142	1	7.189655055	7.195288453	0.005633398
Ccdc144b	1	0	0.702210631	0.702210631
Ccdc146	1	2.020547444	0.990909155	-1.029638288
Ccdc147	1	0	0	0
Ccdc148	1	2.760289179	2.262782329	-0.497506851
Ccdc149	1	5.340060516	5.27723806	-0.062822456
Ccdc15	1	7.532882174	6.649906435	-0.882975739
Ccdc150	1	3.505861071	3.526269769	0.020408698
Ccdc151	1	0.437646024	0.987698649	0.550052626
Ccdc152	1	0.75528821	0.730978093	-0.024310117
Ccdc153	1	0	0	0
Ccdc154	1	1.691531742	1.987949817	0.296418075
Ccdc155	1	1.592165582	1.373230899	-0.218934684
Ccdc157	1	5.956282931	6.776577588	0.820294657
Ccdc158	1	1.959729124	2.091406682	0.131677558
Ccdc159	1	2.282126444	3.308473272	1.026346828
Ccdc160	1	0.488806077	2.432373416	1.943567339
Ccdc162	1	2.246087711	1.944450024	-0.301637688
Ccdc163	1	6.562142643	7.308929614	0.746786971
Ccdc164	1	1.248496908	1.556849236	0.308352329
Ccdc17	1	4.149543035	4.747625144	0.59808211
Ccdc18	1	7.713556271	7.696306954	-0.017249317
Ccdc19	1	2.261301068	2.547873418	0.286572349
Ccdc21	1	9.586303607	9.086635235	-0.499668372
Ccdc22	1	9.397681614	9.810625185	0.412943571
Ccdc23	1	9.563320078	9.12912668	-0.434193398
Ccdc24	1	6.226255062	5.238100778	-0.988154284
Ccdc25	1	9.091425714	9.118786535	0.02736082
Ccdc27	1	6.147903355	5.160311931	-0.987591423
Ccdc28a	1	5.381961129	6.210119823	0.828158694
Ccdc28b	1	6.674846479	7.636702709	0.96185623
Ccdc3	1	3.944624004	2.61426393	-1.330360074
Ccdc30	1	2.232002228	1.941134326	-0.290867902
Ccdc32	1	8.162680898	8.603927175	0.441246277
Ccdc33	1	0	0.702210631	0.702210631
Ccdc34	1	9.697409192	9.694108069	-0.003301123
Ccdc36	1	3.269690488	2.932593789	-0.337096698
Ccdc37	1	0	1.336263084	1.336263084
Ccdc38	1	9.717267174	9.950753817	0.233486644
Ccdc39	1	6.113685855	5.763149223	-0.350536633
Ccdc40	1	5.695628448	5.955655169	0.26002672
Ccdc41	1	9.758580071	9.503504454	-0.255075617
Ccdc42	1	0	0	0
Ccdc42b	1	2.776290426	3.173815028	0.397524602
Ccdc43	1	8.796952034	8.781780777	-0.015171257
Ccdc45	1	7.962168486	7.887782272	-0.074386215
Ccdc46	1	3.353467577	2.799993942	-0.553473635
Ccdc47	1	10.38166516	10.38308831	0.001423151
Ccdc48	1	4.02907471	2.287581281	-1.741493429
Ccdc50	1	10.99911954	10.59366634	-0.405453201
Ccdc51	1	7.742536541	8.030759242	0.288222701
Ccdc53	1	7.944819153	8.245486637	0.300667484
Ccdc54	1	0	0	0
Ccdc55	1	8.477237797	8.66383343	0.186595633
Ccdc56	1	9.515589602	9.881818004	0.366228402
Ccdc57	1	7.094627565	6.787644227	-0.306983338
Ccdc58	1	8.24484855	8.669917274	0.425068723
Ccdc59	1	8.323319809	8.654472097	0.331152288
Ccdc6	1	10.48549264	10.50334693	0.017854284
Ccdc60	1	1.534270038	0.949151357	-0.585118681
Ccdc61	1	7.989158163	8.631242088	0.642083925
Ccdc62	1	5.95208643	6.224795493	0.272709063
Ccdc63	1	1.485445947	1.514528993	0.029083046
Ccdc64	1	3.152601318	3.730741908	0.57814059
Ccdc64b	1	2.958777592	3.540947696	0.582170103
Ccdc65	1	0.437646024	0.734813046	0.297167022
Ccdc66	1	7.983220492	8.109706399	0.126485907
Ccdc67	1	0	0	0
Ccdc68	1	0.75528821	1.175307209	0.420018998
Ccdc69	1	5.355457166	5.89724104	0.541783874
Ccdc7	1	0	0	0
Ccdc70	1	0	0	0
Ccdc71	1	8.96482834	9.175314857	0.210486517
Ccdc72	1	11.05506736	11.33754537	0.282478002
Ccdc73	1	6.100098019	6.177570499	0.07747248
Ccdc74a	1	4.37296609	2.587294481	-1.785671608
Ccdc75	1	7.918557801	8.449869356	0.531311554
Ccdc76	1	7.930415566	7.948193133	0.017777567
Ccdc77	1	8.764385862	8.666102544	-0.098283317
Ccdc78	1	4.848436756	4.776206874	-0.072229882
Ccdc79	1	0.772971101	0.734813046	-0.038158055
Ccdc8	1	7.694022577	7.604237234	-0.089785344
Ccdc80	1	6.048861613	5.251241587	-0.797620026
Ccdc81	1	0.437646024	0.413692533	-0.023953491
Ccdc82	1	9.468593824	9.006355339	-0.462238485
Ccdc83	1	0	0	0
Ccdc84	1	9.076211097	9.386782071	0.310570973
Ccdc85a	1	2.085996178	1.831238037	-0.254758141
Ccdc85b	1	8.268134106	8.540334465	0.272200359
Ccdc85c	1	6.429013467	6.366384972	-0.062628496
Ccdc86	1	9.528838367	9.744067696	0.215229328
Ccdc87	1	0.943931815	0	-0.943931815
Ccdc88a	1	9.126166834	8.422870757	-0.703296077
Ccdc88b	1	10.22718221	10.76305094	0.535868727
Ccdc88c	1	10.54054871	9.373849768	-1.166698945
Ccdc89	1	1.396460515	1.5728286	0.176368085
Ccdc9	1	9.758910522	9.933271156	0.174360634
Ccdc90a	1	8.794887784	8.497287135	-0.297600649
Ccdc90b	1	7.652154946	7.729542106	0.07738716
Ccdc91	1	7.499265159	7.899615484	0.400350326
Ccdc92	1	2.252828137	4.174928603	1.922100467
Ccdc93	1	8.805906812	8.901173456	0.095266644
Ccdc94	1	7.482957125	7.969912569	0.486955444
Ccdc96	1	2.806562678	3.216497179	0.409934501
Ccdc97	1	9.797673375	9.953966814	0.15629344
Ccdc99	1	9.124468966	9.245648902	0.121179937
Cchcr1	1	8.316597059	8.154677282	-0.161919777
Ccin	1	0	0.973431014	0.973431014
Cck	1	0	0.377759949	0.377759949
Cckar	1	0	0	0
Cckbr	1	0	0	0
Ccl1	1	0	0	0
Ccl11	1	0	0	0
Ccl12	1	1.030238172	1.190515024	0.160276852
Ccl17	1	1.782037532	0.702210631	-1.079826902
Ccl19	1	0	0	0
Ccl2	1	5.083298117	5.866071759	0.782773642
Ccl20	1	0	0.413692533	0.413692533
Ccl21a	1	0	0	0
Ccl21b	1	0	0	0
Ccl21c	1	0	0	0
Ccl22	1	1.143947965	0	-1.143947965
Ccl24	1	4.586228781	5.993280158	1.407051377
Ccl25	1	5.506894042	5.481636606	-0.025257435
Ccl26	1	0	0	0
Ccl27a	1	4.335426391	4.598819661	0.26339327
Ccl27b	1	0	0	0
Ccl28	1	1.625140846	0.408899935	-1.216240911
Ccl3	1	6.764567124	6.671411569	-0.093155555
Ccl4	1	4.299820276	3.862637593	-0.437182683
Ccl5	1	2.435921554	3.738723094	1.30280154
Ccl6	1	6.997045529	7.434614448	0.437568919
Ccl7	1	2.489121994	2.373936274	-0.11518572
Ccl8	1	0	0	0
Ccl9	1	8.725685563	8.797381588	0.071696025
Ccm2	1	9.567529809	9.211020988	-0.356508821
Ccna1	1	0	0.377759949	0.377759949
Ccna2	1	12.71193447	12.77393678	0.062002313
Ccnb1	1	11.45633759	11.63268034	0.176342751
Ccnb1ip1	1	0.813668922	0.377759949	-0.435908973
Ccnb2	1	11.1832284	11.7372357	0.554007299
Ccnb3	1	1.38500728	0.413692533	-0.971314747
Ccnc	1	8.797596734	8.874388502	0.076791768
Ccnd1	1	9.498929155	9.548270274	0.049341119
Ccnd2	1	10.74195007	9.76233965	-0.979610419
Ccnd3	1	12.90787426	12.86232692	-0.045547341
Ccndbp1	1	9.29803212	9.434339191	0.136307072
Ccne1	1	11.13742851	10.91963538	-0.21779312
Ccne2	1	10.17857622	9.515982207	-0.662594017
Ccnf	1	11.37556113	11.17746508	-0.198096058
Ccng1	1	10.12801812	10.28483914	0.156821018
Ccng2	1	7.953884525	8.688101393	0.734216868
Ccnh	1	9.480037459	9.679227782	0.199190323
Ccni	1	11.19964541	11.25318769	0.053542276
Ccnj	1	8.036956055	8.036542027	-0.000414028
Ccnjl	1	5.456729936	4.746477315	-0.710252621
Ccnk	1	10.22881746	10.15938527	-0.069432187
Ccnl1	1	10.07389617	10.11102735	0.037131174
Ccnl2	1	10.36180191	10.3514716	-0.010330308
Ccno	1	3.688844226	3.767245953	0.078401727
Ccnt1	1	9.012079822	8.151640491	-0.860439331
Ccnt2	1	9.628683176	9.024524085	-0.604159091
Ccny	1	10.41474686	10.19396611	-0.220780753
Ccnyl1	1	6.396700929	6.566705281	0.170004351
Ccpg1	1	9.068028938	9.378244258	0.31021532
Ccr1	1	8.125706035	8.639082716	0.513376681
Ccr10	1	0.361415423	1.514528993	1.15311357
Ccr1l1	1	0.488806077	0.730978093	0.242172016
Ccr2	1	9.446329872	10.19474155	0.748411675
Ccr3	1	3.615516879	3.475360823	-0.140156056
Ccr4	1	0.71288478	0.966924314	0.254039534
Ccr5	1	6.304175006	7.055108651	0.750933645
Ccr6	1	1.896776014	2.049420766	0.152644753
Ccr7	1	3.901013858	3.724769041	-0.176244817
Ccr8	1	0.772971101	1.683956296	0.910985195
Ccr9	1	5.652774623	4.401658133	-1.25111649
Ccrl1	1	4.350510245	4.552580124	0.202069879
Ccrl2	1	6.938162591	7.215086183	0.276923592
Ccrn4l	1	10.17041749	9.548409951	-0.622007543
Ccs	1	8.556660408	8.705805262	0.149144853
Cct2	1	13.09419297	13.22627712	0.132084145
Cct3	1	12.66883155	12.88396119	0.215129639
Cct4	1	12.5649695	12.52935783	-0.035611669
Cct5	1	12.8417388	13.05987995	0.218141147
Cct6a	1	12.41554856	12.20989613	-0.205652428
Cct6b	1	1.602092111	2.459570391	0.85747828
Cct7	1	12.88199495	13.08998096	0.207986013
Cct8	1	13.03235627	13.04300567	0.010649396
Cct8l1	1	0.361415423	0.734813046	0.373397623
Ccz1	1	10.00265721	10.12331065	0.120653439
Cd101	1	3.125632394	3.358786883	0.233154489
Cd109	1	3.4334873	2.26410978	-1.16937752
Cd14	1	6.647487153	7.771793024	1.124305871
Cd151	1	7.815349025	7.736335655	-0.07901337
Cd160	1	2.993303654	2.940433993	-0.052869661
Cd163	1	1.850640739	1.698594865	-0.152045875
Cd163l1	1	3.385563496	1.213831222	-2.171732273
Cd164	1	11.37966312	11.36023311	-0.019430012
Cd164l2	1	0	0.413692533	0.413692533
Cd177	1	8.706254133	8.536863024	-0.169391109
Cd180	1	7.690586862	7.574280441	-0.116306421
Cd19	1	1.731408322	1.213831222	-0.5175771
Cd1d1	1	6.464248462	6.495389086	0.031140624
Cd1d2	1	1.615372179	1.178126608	-0.437245571
Cd2	1	0.488806077	0.990909155	0.502103079
Cd200	1	2.940517905	1.698594865	-1.241923041
Cd200r1	1	7.30756207	7.025313967	-0.282248103
Cd200r2	1	1.520922072	0.702210631	-0.818711441
Cd200r3	1	4.924585672	5.850395126	0.925809453
Cd200r4	1	4.571386943	4.67300683	0.101619887
Cd207	1	1.558418948	0.990909155	-0.567509792
Cd209a	1	2.525976992	2.613222648	0.087245656
Cd209b	1	1.647827133	0.408899935	-1.238927198
Cd209c	1	0	0.377759949	0.377759949
Cd209d	1	0	0	0
Cd209e	1	0	0.413692533	0.413692533
Cd209f	1	0.772971101	0.413692533	-0.359278568
Cd209g	1	0.361415423	0	-0.361415423
Cd22	1	3.932320204	3.843523462	-0.088796742
Cd226	1	4.335026258	4.037748668	-0.29727759
Cd244	1	4.977133719	4.598862761	-0.378270958
Cd247	1	7.880815533	7.410713751	-0.470101782
Cd248	1	4.32440271	2.71517915	-1.60922356
Cd24a	1	14.11824751	13.03861354	-1.079633979
Cd27	1	6.547775299	5.542243144	-1.005532154
Cd274	1	5.292718441	4.468394064	-0.824324377
Cd276	1	5.087831487	6.262874017	1.17504253
Cd28	1	4.601283127	3.445542495	-1.155740631
Cd2ap	1	10.40318921	9.303788842	-1.099400365
Cd2bp2	1	10.18052058	10.34725636	0.166735779
Cd300a	1	8.175268912	8.758363168	0.583094256
Cd300c	1	1.637562566	1.388933861	-0.248628704
Cd300e	1	3.882756687	3.730943006	-0.151813681
Cd300lb	1	5.924276518	6.324879997	0.40060348
Cd300ld	1	4.009261178	3.895700335	-0.113560843
Cd300lf	1	6.909175792	7.110708723	0.20153293
Cd300lg	1	3.846173416	4.287815882	0.441642466
Cd300lh	1	0.98013826	0.997308813	0.017170553
Cd302	1	6.189342034	6.469195404	0.27985337
Cd320	1	7.764207685	7.912168482	0.147960797
Cd33	1	8.415283171	7.873780415	-0.541502756
Cd34	1	11.35670495	11.25434085	-0.102364109
Cd36	1	6.913203802	6.691412856	-0.221790946
Cd37	1	8.813656849	9.316017029	0.50236018
Cd38	1	6.535236164	5.767358548	-0.767877616
Cd3d	1	4.178889735	2.189336508	-1.989553227
Cd3e	1	0	0.734813046	0.734813046
Cd3eap	1	9.107159844	9.324386865	0.217227021
Cd3g	1	3.514686832	3.679719436	0.165032605
Cd4	1	4.19487986	3.460481745	-0.734398115
Cd40	1	2.163974231	2.171288944	0.007314713
Cd40lg	1	0	0.377759949	0.377759949
Cd44	1	11.22558201	11.01420808	-0.211373926
Cd46	1	4.230067329	3.105537025	-1.124530303
Cd47	1	11.5304286	10.94906139	-0.581367211
Cd48	1	7.705008021	7.908430604	0.203422583
Cd5	1	3.315733295	2.675739607	-0.639993688
Cd52	1	8.861272803	9.839948179	0.978675376
Cd53	1	9.759187826	10.07132977	0.312141948
Cd55	1	8.416104399	7.508545439	-0.90755896
Cd59a	1	9.618661355	9.4530652	-0.165596156
Cd59b	1	5.016138171	5.677330095	0.661191924
Cd5l	1	8.048810355	7.023237267	-1.025573088
Cd6	1	1.261081852	2.070566455	0.809484603
Cd63	1	10.46874548	11.34588254	0.877137065
Cd68	1	7.707298045	8.190116872	0.482818827
Cd69	1	8.009242561	7.546285613	-0.462956948
Cd7	1	3.927294568	4.457339102	0.530044533
Cd70	1	0	0	0
Cd72	1	4.100633059	4.859326847	0.758693789
Cd74	1	6.325136189	7.385082434	1.059946245
Cd79a	1	3.544320514	3.375875439	-0.168445075
Cd79b	1	7.594592131	8.048511198	0.453919067
Cd80	1	3.517312021	3.853994	0.336681979
Cd81	1	10.30150726	10.25293426	-0.048573001
Cd82	1	10.52169228	8.212647677	-2.309044607
Cd83	1	3.23146926	4.067167423	0.835698162
Cd84	1	8.09921197	7.781322404	-0.317889565
Cd86	1	6.166680207	6.231074436	0.064394229
Cd8a	1	0.890685629	0.408899935	-0.481785694
Cd8b1	1	0	0.408899935	0.408899935
Cd9	1	8.633405926	9.091079761	0.457673835
Cd93	1	9.85160968	8.90443056	-0.94717912
Cd96	1	3.230569178	2.606522558	-0.62404662
Cd97	1	9.527281229	10.20206961	0.674788385
Cd99l2	1	8.818030308	8.583198993	-0.234831315
Cda	1	1.878258515	5.301023609	3.422765094
Cdadc1	1	8.516885644	8.806824807	0.289939164
Cdan1	1	10.08675479	9.341325937	-0.745428857
Cdc123	1	10.46459932	10.6604293	0.195829973
Cdc14a	1	7.982688749	8.027016812	0.044328062
Cdc14b	1	7.011629427	6.821357774	-0.190271653
Cdc16	1	10.13547935	10.40689335	0.271413995
Cdc20	1	11.59865189	11.76059334	0.161941447
Cdc23	1	11.20741705	11.40784019	0.200423142
Cdc25a	1	11.22022353	11.05204142	-0.168182111
Cdc25b	1	12.32199983	12.24304376	-0.078956073
Cdc25c	1	8.378514378	8.782971435	0.404457057
Cdc26	1	8.897335529	9.346263776	0.448928247
Cdc27	1	11.03735831	10.78870764	-0.24865067
Cdc34	1	11.17409528	11.55434124	0.380245961
Cdc37	1	12.15130086	12.49793013	0.346629275
Cdc37l1	1	8.278466875	8.379703995	0.10123712
Cdc40	1	9.842389687	9.565099157	-0.27729053
Cdc42	1	12.17097185	12.31324482	0.142272971
Cdc42bpa	1	10.68433234	10.20909155	-0.475240798
Cdc42bpb	1	9.10990484	8.744638426	-0.365266415
Cdc42bpg	1	8.443927042	8.721543347	0.277616305
Cdc42ep1	1	5.787091983	5.378375181	-0.408716802
Cdc42ep2	1	5.023783703	5.031897724	0.008114021
Cdc42ep3	1	9.106084305	9.209330272	0.103245967
Cdc42ep4	1	9.320755435	8.789566749	-0.531188686
Cdc42ep5	1	4.780869188	4.190198192	-0.590670996
Cdc42se1	1	10.52804085	10.61812678	0.090085932
Cdc42se2	1	9.741463146	9.581218508	-0.160244637
Cdc45	1	10.26549848	10.50345009	0.237951612
Cdc5l	1	10.26051269	10.35338388	0.092871187
Cdc6	1	11.37641157	10.99624177	-0.380169796
Cdc7	1	9.341103907	9.220437161	-0.120666746
Cdc73	1	9.782176403	9.696251587	-0.085924816
Cdca2	1	9.76039729	9.74554134	-0.01485595
Cdca3	1	10.96508623	11.22805458	0.26296835
Cdca4	1	10.47085516	10.42420689	-0.046648266
Cdca5	1	9.769465445	10.03349426	0.264028815
Cdca7	1	11.01256924	11.18474899	0.172179748
Cdca7l	1	9.929629519	9.821510269	-0.108119251
Cdca8	1	11.13163341	11.60883952	0.47720611
Cdcp1	1	0.75528821	2.862458091	2.107169881
Cdcp2	1	0.488806077	0	-0.488806077
Cdh1	1	6.309936097	6.211360175	-0.098575922
Cdh10	1	1.187866929	0.377759949	-0.81010698
Cdh11	1	4.449181311	2.44978405	-1.99939726
Cdh12	1	0	0	0
Cdh13	1	0.650186777	0.408899935	-0.241286842
Cdh15	1	2.397881035	0.924456084	-1.473424951
Cdh16	1	0	0	0
Cdh17	1	5.982967569	5.227151968	-0.755815601
Cdh18	1	0.361415423	0.413692533	0.05227711
Cdh19	1	1.096762944	0.408899935	-0.687863009
Cdh2	1	5.421728317	5.205189826	-0.21653849
Cdh20	1	0	0	0
Cdh22	1	0.437646024	0	-0.437646024
Cdh23	1	3.339599379	3.069167027	-0.270432352
Cdh24	1	5.936967992	5.518661577	-0.418306416
Cdh26	1	0.813668922	0	-0.813668922
Cdh3	1	2.805065315	2.476657801	-0.328407515
Cdh4	1	2.302655477	0.706122716	-1.596532761
Cdh5	1	8.423652368	7.357841732	-1.065810636
Cdh6	1	1.712589371	0	-1.712589371
