Gene_id	EKLF+/+ rep1	EKLF+/+ rep2	EKLF+/+ rep3	EKLF-/- rep1	EKLF-/- rep2	EKLF-/- rep3
Dhx36	974	1241	1236	1298	809	1213
Dhx37	954	1340	953	1214	923	1000
Dhx38	1539	2252	1536	2217	1851	1889
Dhx40	367	532	457	520	435	429
Dhx57	271	367	272	381	286	375
Dhx58	56	136	265	94	180	86
Dhx8	1194	1658	1265	1561	1260	1357
Dhx9	5535	7744	6413	5997	3290	4803
Diablo	591	690	733	591	579	605
Diap1	1787	2921	1951	2506	1620	2038
Diap2	233	383	243	312	169	206
Diap3	999	1326	1290	1450	766	1172
Dicer1	2283	3046	2042	2368	1304	1856
Dido1	1674	2377	1648	1651	847	1248
Diexf	494	674	505	594	422	471
Dimt1	274	353	309	295	315	291
Dio1	0	0	0	1	0	0
Dio2	21	24	30	69	46	61
Dio3	0	1	0	0	0	0
Dio3os	1	0	0	0	0	0
Dip2a	113	215	112	188	116	154
Dip2b	710	1082	740	825	493	732
Dip2c	97	161	109	67	40	55
Diras1	0	0	0	1	0	1
Diras2	11	36	16	16	7	5
Dirc2	343	478	324	458	540	531
Dis3	1373	1800	1447	1391	894	1167
Dis3l	424	577	496	647	533	550
Dis3l2	366	485	395	496	403	463
Disc1	16	28	15	23	14	12
Disp1	145	204	121	199	158	186
Disp2	26	34	30	28	15	7
Dixdc1	11	17	17	16	14	13
Dkc1	2465	3378	2929	2690	2243	2280
Dkk1	3	2	0	2	1	0
Dkk2	1	4	2	1	1	1
Dkk3	7	12	20	14	16	2
Dkk4	0	2	0	0	0	1
Dkkl1	16	21	19	8	15	7
Dlat	1283	1634	1346	1816	1324	1473
Dlc1	69	116	89	103	86	89
Dld	1963	2428	2575	2896	2610	2417
Dlec1	0	2	0	5	3	3
Dleu2	49	64	80	71	101	82
Dleu7	1	12	4	3	4	0
Dlg1	1161	1743	1415	1416	871	1279
Dlg2	14	38	21	20	16	9
Dlg3	102	154	97	98	80	92
Dlg4	102	194	122	141	162	128
Dlg5	45	66	54	43	20	40
Dlgap1	0	2	1	0	1	0
Dlgap2	0	3	0	0	0	0
Dlgap3	0	0	0	0	3	1
Dlgap4	191	366	221	272	317	246
Dlgap5	1466	2017	1826	2584	1915	2152
Dlk1	871	1416	1175	1349	1411	1177
Dlk2	1	2	2	1	1	4
Dll1	13	27	11	21	24	8
Dll3	0	2	0	0	0	0
Dll4	35	39	22	31	22	23
Dlst	3150	4302	3590	4426	3530	3821
Dlx1	2	4	1	0	2	1
Dlx1as	0	2	1	0	0	1
Dlx2	1	2	0	3	2	3
Dlx3	0	0	1	0	0	0
Dlx4	1	0	0	0	0	0
Dlx5	0	0	0	0	0	0
Dlx6	0	0	0	0	0	0
Dlx6as1	0	0	0	0	0	0
Dlx6as2	0	0	0	0	0	0
Dmap1	377	519	352	619	765	587
Dmbt1	0	2	0	0	0	0
Dmbx1	0	0	0	0	0	1
Dmc1	2	14	2	18	17	10
Dmd	38	45	50	123	49	58
Dmgdh	35	28	52	42	30	29
Dmkn	6	3	2	9	12	6
Dmp1	0	0	0	0	0	0
Dmpk	127	172	147	117	173	99
Dmrt1	1	2	0	2	2	1
Dmrt2	5	4	2	0	0	1
Dmrt3	0	1	1	0	0	1
Dmrta1	0	1	0	0	0	0
Dmrta2	4	5	1	4	2	8
Dmrtb1	0	1	3	0	1	0
Dmrtc1a	0	0	0	0	0	0
Dmrtc1b	0	0	0	0	0	0
Dmrtc1c1	0	0	0	0	0	0
Dmrtc1c2	0	0	0	0	0	0
Dmrtc2	0	0	0	0	0	0
Dmtf1	446	550	465	499	351	429
Dmwd	341	476	378	489	506	499
Dmxl1	1104	1622	1320	1125	361	775
Dmxl2	228	400	205	416	186	296
Dna2	1966	2540	2132	1559	1130	1313
Dnahc1	12	30	14	39	29	20
Dnahc10	4	2	3	2	0	0
Dnahc11	233	294	222	253	371	276
Dnahc17	107	134	94	80	106	98
Dnahc2	7	8	5	24	28	24
Dnahc5	0	0	0	0	0	0
Dnahc6	14	19	7	26	15	19
Dnahc7a	0	1	0	0	0	0
Dnahc7b	2	4	0	0	0	0
Dnahc8	45	69	30	403	18	112
Dnahc9	1	2	2	2	0	0
Dnaic1	1	3	0	1	2	0
Dnaic2	0	0	0	0	0	0
Dnaja1	1387	1891	1724	2107	2365	1864
Dnaja2	2149	3074	2831	2796	2697	2520
Dnaja3	912	1253	1043	1309	1124	1141
Dnaja4	403	578	539	141	233	112
Dnajb1	1248	1637	1532	1422	1220	1237
Dnajb11	1572	2118	1670	2343	2771	2034
Dnajb12	427	569	476	585	414	460
Dnajb13	58	73	62	36	41	37
Dnajb14	142	171	120	193	147	176
Dnajb2	430	554	466	765	873	667
Dnajb3	56	96	76	248	284	192
Dnajb4	518	652	694	807	592	733
Dnajb5	13	27	15	18	11	14
Dnajb6	442	576	570	565	501	503
Dnajb7	1	2	1	2	0	1
Dnajb8	0	1	0	0	0	0
Dnajb9	146	218	121	173	169	173
Dnajc1	562	787	576	690	501	606
Dnajc10	810	1228	1124	1111	842	878
Dnajc11	1921	2691	2091	1915	1740	1670
Dnajc12	64	76	74	101	114	103
Dnajc13	1782	2500	1958	2331	1354	1749
Dnajc14	1030	1377	1187	1497	1511	1477
Dnajc15	200	289	316	374	487	379
Dnajc16	265	413	308	334	207	244
Dnajc17	147	179	137	228	239	213
Dnajc18	174	234	197	263	256	255
Dnajc19	475	523	579	590	730	586
Dnajc2	1277	1733	1557	1729	1651	1484
Dnajc21	384	495	416	520	516	497
Dnajc22	14	15	26	31	25	14
Dnajc24	144	194	201	198	253	231
Dnajc25	142	208	179	146	136	138
Dnajc27	187	235	196	250	165	223
Dnajc28	50	54	39	67	61	61
Dnajc3	1358	1804	1535	1878	1613	1516
Dnajc30	184	271	212	299	324	294
Dnajc4	96	119	98	101	139	142
Dnajc5	1531	2315	1662	2358	1442	1927
Dnajc5b	0	1	0	0	0	0
Dnajc5g	0	0	0	0	0	0
Dnajc6	10	14	13	6	8	4
Dnajc7	1218	1601	1432	1830	1796	1580
Dnajc8	1848	2248	2160	2387	2513	2371
Dnajc9	1463	1924	1777	2449	2406	2124
Dnalc1	37	35	18	20	12	29
Dnalc4	149	212	159	246	271	245
Dnali1	24	28	48	34	55	37
Dnase1	80	126	103	84	152	111
Dnase1l1	204	270	224	210	228	217
Dnase1l2	11	19	6	15	19	7
Dnase1l3	35	27	33	11	15	12
Dnase2a	307	421	327	374	574	386
Dnase2b	2	3	2	1	1	3
Dnd1	99	96	79	81	155	104
Dner	0	3	1	1	1	0
Dnlz	377	464	390	644	594	526
Dnm1	11	23	15	6	3	9
Dnm1l	1242	1747	1470	1701	1120	1438
Dnm2	2083	3050	2179	3031	2562	2591
Dnm3	3	3	2	2	1	0
Dnm3os	0	4	0	1	0	0
Dnmbp	125	175	121	147	87	146
Dnmt1	8150	11978	8969	9369	5655	7936
Dnmt3a	1368	2417	1415	1636	1291	1600
Dnmt3b	969	1755	1107	883	553	718
Dnmt3l	3	0	0	1	5	5
Dnpep	432	662	495	763	847	720
Dntt	0	0	0	0	0	0
Dnttip1	545	721	569	614	772	620
Dnttip2	1083	1401	1415	1358	1229	1127
Doc2a	416	544	403	539	658	511
Doc2b	0	2	0	2	1	5
Doc2g	21	26	18	28	31	27
Dock1	210	373	200	245	222	183
Dock10	1210	1842	1247	1458	976	1145
Dock11	624	986	731	794	541	619
Dock2	884	1453	900	1273	1380	1224
Dock3	16	10	7	6	5	7
Dock4	55	84	52	76	48	51
Dock5	442	799	454	671	464	532
Dock6	162	227	147	166	127	153
Dock7	908	1247	918	785	374	645
Dock8	2294	4077	2548	3367	2272	2724
Dock9	166	253	153	159	69	130
Dohh	780	984	862	1173	1344	1089
Dok1	404	580	473	570	546	470
Dok2	191	408	270	339	506	257
Dok3	261	420	229	446	771	437
Dok4	294	350	360	158	206	175
Dok5	0	2	1	2	0	0
Dok6	0	0	0	0	0	0
Dok7	1	1	0	2	1	1
Dolk	190	241	202	236	196	178
Dolpp1	375	433	377	491	531	493
Dom3z	341	383	336	475	467	371
Donson	858	978	911	585	427	574
Dopey1	414	563	452	446	246	405
Dopey2	362	609	497	539	297	411
Dos	223	282	191	364	471	362
Dot1l	1885	2559	1886	1942	951	1584
Doxl2	0	0	0	0	0	0
Dpagt1	477	692	526	752	696	653
Dpcd	182	247	262	345	481	348
Dpcr1	0	0	0	0	0	0
Dpep1	0	0	0	0	0	0
Dpep2	3	10	5	2	7	6
Dpep3	0	0	1	0	0	0
Dpf1	23	30	15	94	89	87
Dpf2	1044	1478	1124	1598	1454	1457
Dpf3	35	53	52	86	52	61
Dph1	288	348	277	278	195	207
Dph2	250	353	302	320	312	286
Dph3	517	606	718	732	823	615
Dph5	294	409	325	400	407	345
Dpm1	420	539	518	703	833	724
Dpm2	266	377	291	378	506	409
Dpm3	187	214	220	308	505	291
Dpp10	0	1	0	0	0	0
Dpp3	1840	2543	1951	2596	2621	2299
Dpp4	79	128	117	88	55	62
Dpp6	6	13	4	3	0	3
Dpp7	150	140	124	166	186	152
Dpp8	1903	2675	2109	2471	1239	1910
Dpp9	1091	1566	1112	1966	1565	1624
Dppa1	0	0	0	0	0	0
Dppa2	0	0	0	0	0	0
Dppa3	2	0	0	0	0	1
Dppa4	10	4	0	1	8	3
Dppa5a	0	1	0	0	0	0
Dpt	0	0	0	0	0	0
Dpy19l1	1891	2518	2195	1235	1074	1148
Dpy19l2	2	2	2	1	0	0
Dpy19l3	185	311	219	232	156	190
Dpy19l4	229	348	276	255	88	165
Dpy30	648	814	888	858	1032	851
Dpyd	7	9	11	7	6	6
Dpys	4	1	6	1	2	2
Dpysl2	99	168	121	126	160	123
Dpysl3	19	30	19	12	7	10
Dpysl4	0	2	1	1	0	0
Dpysl5	0	12	1	4	0	4
Dqx1	97	140	91	115	95	109
Dr1	1611	2030	1732	2601	1867	2126
Dram1	84	187	105	161	243	188
Dram2	148	225	216	305	328	299
Drap1	1234	1798	1534	1689	2705	1885
Drd1a	0	0	0	0	0	0
Drd2	0	0	0	0	0	0
Drd3	0	0	0	0	0	0
Drd4	0	0	0	0	0	0
Drd5	0	0	0	0	0	0
Drg1	1277	1638	1531	2183	1985	1924
Drg2	691	925	714	1120	1107	1003
Drosha	1747	2506	1845	2023	1448	1797
Drp2	24	38	18	7	11	18
Dsc1	3	0	1	0	0	0
Dsc2	14	13	26	63	26	41
Dsc3	0	1	0	0	0	0
Dscam	0	2	0	0	2	3
Dscaml1	0	0	0	1	0	0
Dscc1	313	362	403	360	391	346
Dscr3	324	422	368	476	557	497
Dse	117	175	147	173	189	157
Dsel	25	48	36	30	23	20
Dsg1a	0	0	0	0	0	0
Dsg1b	0	2	0	0	0	0
Dsg1c	0	0	0	0	1	0
Dsg2	18	31	33	26	16	20
Dsg3	0	0	0	0	0	0
Dsg4	0	0	0	0	0	0
Dsn1	588	830	685	704	469	518
Dsp	41	63	73	77	44	48
Dspp	0	0	0	0	0	0
Dst	172	274	200	96	82	90
Dstn	1787	2461	2231	2899	3297	2632
Dstyk	354	511	443	483	239	368
Dtd1	319	446	311	404	437	405
Dtl	1918	2457	2202	1854	1344	1603
Dtna	2	1	0	0	0	2
Dtnb	290	386	333	399	298	350
Dtnbp1	421	532	458	477	617	503
Dtwd1	225	257	258	361	438	340
Dtwd2	120	151	142	182	132	161
Dtx1	2	4	1	0	1	1
Dtx2	192	248	193	266	314	224
Dtx3	469	562	394	443	553	524
Dtx3l	274	529	671	417	290	396
Dtx4	450	694	436	860	732	811
Dtymk	1456	1889	1790	1793	2265	1725
Dub1	0	0	0	0	0	0
Dub1a	0	0	0	0	0	0
Dub2a	0	0	0	0	0	0
Dub3	0	0	0	0	0	0
Duox1	0	2	0	0	0	0
Duox2	0	0	1	0	0	0
Duoxa1	0	0	0	0	0	0
Duoxa2	0	0	0	0	0	0
Dupd1	0	0	0	0	0	0
Dus1l	1010	1409	1149	1489	1608	1265
Dus2l	177	231	206	225	225	216
Dus3l	604	796	579	829	815	799
Dus4l	151	177	150	156	144	160
Dusp1	1109	1584	1266	578	700	770
Dusp10	44	90	57	88	78	60
Dusp11	1739	2362	1990	2219	1435	1831
Dusp12	138	192	169	199	204	178
Dusp13	0	1	0	0	0	0
Dusp14	1	3	3	1	4	1
Dusp15	0	1	0	0	0	0
Dusp16	190	282	259	407	209	320
Dusp18	17	47	18	14	10	15
Dusp19	114	104	124	188	145	159
Dusp2	169	319	164	124	182	161
Dusp21	0	0	0	0	0	0
Dusp22	63	83	74	114	120	114
Dusp23	36	45	38	49	60	41
Dusp26	0	1	0	0	0	0
Dusp27	6	12	10	9	5	9
Dusp28	46	69	53	96	78	71
Dusp3	156	312	189	179	176	164
Dusp4	11	14	20	15	6	5
Dusp5	37	99	43	47	47	44
Dusp6	168	370	232	311	448	334
Dusp7	345	507	372	328	224	296
Dusp8	203	311	245	342	317	332
Dusp9	94	141	133	187	144	163
Dut	2954	3430	2515	2465	3695	2377
Dux	0	0	0	0	0	0
Duxbl	0	0	0	0	0	0
Dvl1	556	811	598	636	506	522
Dvl2	329	472	338	469	486	443
Dvl3	529	719	462	665	263	493
Dydc1	0	0	0	17	9	9
Dydc2	0	0	0	0	0	0
Dym	811	1196	891	1060	901	889
Dync1h1	5910	10091	6338	5408	2515	3870
Dync1i1	0	1	0	0	1	0
Dync1i2	971	1395	1295	1517	1285	1364
Dync1li1	666	869	695	824	667	672
Dync1li2	764	1015	774	849	606	765
Dync2h1	280	470	357	316	95	214
Dync2li1	9	17	17	20	22	20
Dynll1	1927	2606	2589	2674	3461	2496
Dynll2	1364	1755	1323	2279	1833	1800
Dynlrb1	614	770	677	948	1326	919
Dynlrb2	0	0	0	0	0	0
Dynlt1a	23	49	46	77	84	34
Dynlt1b	64	104	90	454	286	100
Dynlt1c	0	0	0	0	0	0
Dynlt1f	2	8	4	3	12	4
Dynlt3	369	473	507	561	597	551
Dyrk1a	1341	1839	1488	1706	1016	1318
Dyrk1b	97	108	86	128	121	149
Dyrk2	191	354	211	234	134	187
Dyrk3	304	458	470	307	330	310
Dyrk4	0	4	1	2	2	3
Dysf	73	115	72	54	37	47
Dytn	0	0	0	0	0	0
Dyx1c1	3	5	2	1	5	7
Dzip1	23	45	21	61	72	76
Dzip1l	15	32	11	16	12	32
Dzip3	363	489	462	520	264	462
E030002O03Rik	0	0	0	0	1	0
E030003E18Rik	0	0	0	0	0	0
E030010A14Rik	1	3	3	1	2	0
E030011O05Rik	0	0	0	0	0	0
E030013I19Rik	1	3	0	3	7	4
E030018B13Rik	5	4	4	5	0	4
E030019B06Rik	0	0	0	0	0	0
E030019B13Rik	0	0	0	0	0	0
E030024N20Rik	9	16	14	7	3	4
E030025P04Rik	0	0	0	0	0	0
E030030I06Rik	6	10	5	12	30	15
E030044B06Rik	0	0	0	0	0	0
E130003G02Rik	1	0	0	1	0	0
E130006D01Rik	0	0	0	0	0	0
E130008D07Rik	0	0	0	0	0	0
E130012A19Rik	128	236	126	183	236	183
E130018N17Rik	2	8	2	5	8	9
E130102H24Rik	0	2	5	2	3	1
E130112N10Rik	9	12	8	17	10	14
E130114P18Rik	0	0	0	0	0	0
E130201H02Rik	0	1	3	1	1	2
E130203B14Rik	13	21	15	7	9	6
E130215H24Rik	115	128	115	71	46	59
E130218I03Rik	177	248	280	288	390	246
E130303B06Rik	148	202	174	240	283	228
E130304F04Rik	6	5	8	9	3	3
E130304I02Rik	8	10	6	6	3	3
E130306D19Rik	333	487	394	578	552	516
E130307A14Rik	40	69	30	57	48	44
E130308A19Rik	255	359	292	426	287	394
E130309D02Rik	1042	1447	1041	1257	1196	1202
E130309D14Rik	378	573	390	1132	952	1043
E130309F12Rik	0	0	0	0	0	1
E130310I04Rik	8	24	7	5	2	6
E130311K13Rik	28	31	26	46	35	42
E130317F20Rik	80	148	102	130	69	89
E230008N13Rik	5	11	10	9	19	12
E230016K23Rik	0	1	0	0	0	1
E230016M11Rik	280	352	312	316	356	333
E230019M04Rik	0	0	0	0	0	0
E230025N22Rik	0	1	1	0	0	0
E230029C05Rik	3	4	3	4	7	6
E2f1	1180	1512	1267	950	957	967
E2f2	4730	6678	5834	1466	1111	1367
E2f3	709	846	709	740	482	562
E2f4	4752	5939	4887	2609	2426	2193
E2f5	150	182	171	182	193	165
E2f6	770	982	846	767	719	714
E2f7	435	579	422	402	194	324
E2f8	2208	2775	2354	2023	1095	1530
E330009D11	0	0	0	0	0	0
E330009J07Rik	50	131	58	74	31	64
E330011O21Rik	1	1	1	0	0	0
E330012B07Rik	0	0	0	0	0	0
E330013P04Rik	0	0	0	1	0	0
E330013P06	1	1	0	0	2	0
E330014E10Rik	0	0	0	0	0	0
E330016A19Rik	242	369	317	296	373	270
E330017A01Rik	0	0	1	1	1	0
E330017L17Rik	0	0	1	0	0	1
E330020D12Rik	7	2	5	9	28	10
E330021D16Rik	1	0	0	0	0	0
E330023G01	0	0	0	0	0	0
E330033B04Rik	15	15	14	15	12	10
E330033L03	0	0	0	0	0	0
E330034G19Rik	0	0	0	0	0	0
E430016F16Rik	0	0	0	0	0	0
E430018J23Rik	40	42	36	66	72	39
E430025E21Rik	829	1119	925	1027	673	811
E4f1	370	503	380	394	397	380
E530001F21Rik	0	0	0	0	0	0
E530011L22Rik	27	34	26	43	61	38
EU599041	0	0	0	0	0	0
Eaf1	1966	2597	2196	2933	1848	2452
Eaf2	0	4	7	4	4	2
Eapp	287	420	397	603	608	564
Ear1	248	614	190	769	659	586
Ear10	0	0	0	0	0	0
Ear11	0	0	0	0	0	0
Ear12	0	0	0	0	0	0
Ear14	0	0	0	0	0	0
Ear2	0	5	0	1	5	9
Ear3	0	0	0	0	0	0
Ear4	0	0	0	0	0	0
Ear5	0	0	0	0	1	0
Ear6	8	5	5	10	28	8
Ear7	0	0	0	0	0	0
Ears2	144	206	141	230	225	191
Ebag9	214	325	306	317	302	301
Ebf1	6	2	2	2	0	1
Ebf2	1	5	2	0	0	0
Ebf3	0	3	0	0	0	1
Ebf4	3	0	1	1	0	0
Ebi3	148	283	125	271	548	278
Ebna1bp2	1226	1791	1489	1570	1942	1498
Ebp	342	413	429	554	782	495
Ebpl	61	108	85	86	164	135
Ecd	1021	1435	1163	1512	1294	1218
Ece1	456	657	523	571	436	507
Ece2	207	282	233	307	395	276
Ecel1	1	2	0	1	1	0
Ech1	538	769	688	976	1256	966
Echdc1	534	583	673	713	631	643
Echdc2	23	29	23	47	39	42
Echdc3	7	9	5	6	6	3
Echs1	549	739	660	772	973	709
Eci1	469	601	549	941	1029	877
Eci2	709	1007	935	930	1073	960
Eci3	0	0	0	0	0	0
Ecm1	88	152	60	92	107	82
Ecm2	23	35	23	10	4	14
Ecscr	15	19	9	10	21	13
Ecsit	534	656	604	768	761	610
Ect2	1331	1676	1590	1833	997	1414
Ect2l	3	5	0	1	1	0
Eda	22	35	25	17	18	24
Eda2r	7	7	3	8	2	1
Edar	0	0	0	0	0	0
Edaradd	4	9	2	4	7	6
Edc3	677	882	743	928	726	839
Edc4	1230	1626	1173	1703	1579	1570
Eddm3b	0	0	0	0	0	0
Edem1	1284	1854	1256	1756	1552	1627
Edem2	636	885	596	898	1281	899
Edem3	961	1344	1092	1204	592	872
Edf1	1090	1463	1279	1830	2659	1865
Edil3	3	5	0	0	0	0
Edn1	8	2	2	4	4	6
Edn2	0	0	0	0	0	0
Edn3	1	3	0	0	0	0
Ednra	17	33	31	22	16	10
Ednrb	46	106	50	75	43	59
Eea1	851	1143	889	847	428	547
Eed	859	1027	957	1166	1086	1103
Eef1a1	80063	111526	96582	113566	121344	108732
Eef1a2	1	0	0	0	0	0
Eef1b2	7990	11044	10659	11144	15900	12054
Eef1d	4304	5619	5296	5560	6850	5214
Eef1e1	837	1061	1123	1059	1142	1029
Eef1g	6947	9742	8247	8587	11327	8370
Eef2	54542	77540	58772	70125	65438	65842
Eef2k	1979	2751	2102	1308	1091	1120
Eefsec	471	707	496	643	720	649
Eepd1	37	43	40	56	65	51
Efcab1	0	0	0	0	0	0
Efcab10	0	0	0	0	0	0
Efcab2	56	79	75	130	82	89
Efcab3	2	4	0	0	0	0
Efcab4a	44	80	44	90	191	94
Efcab4b	32	42	33	61	30	40
Efcab5	14	6	16	7	5	12
Efcab6	0	0	0	0	0	0
Efcab7	66	88	80	75	83	86
Efcab8	3	5	2	2	1	0
Efcab9	8	4	4	2	2	1
Efemp1	0	2	0	2	0	1
Efemp2	26	47	31	40	49	44
Efha1	825	1244	1099	1543	1376	1465
Efha2	23	41	41	34	24	32
Efhb	0	0	0	0	0	0
Efhc1	2	6	7	8	4	2
Efhc2	1	2	1	0	1	0
Efhd1	0	1	0	1	0	0
Efhd2	1980	2757	2033	2171	2337	1949
Efna1	9	10	7	10	17	14
Efna2	4	13	11	8	9	4
Efna3	0	1	1	0	0	0
Efna4	8	27	7	8	10	10
Efna5	7	12	5	3	0	2
Efnb1	69	94	64	266	368	340
Efnb2	21	38	22	26	16	13
Efnb3	25	30	17	26	13	14
Efr3a	831	1272	966	1097	654	819
Efr3b	8	9	5	5	3	3
Efs	0	14	0	3	0	0
Eftud1	382	469	417	532	435	448
Eftud2	4099	5228	4407	5098	3720	4042
Egf	14	31	18	19	13	24
Egfbp2	0	0	0	0	0	0
Egfem1	1	2	1	1	0	4
Egfl6	0	2	0	2	0	1
Egfl7	599	900	741	786	921	794
Egfl8	32	30	35	52	69	59
Egflam	0	10	1	3	0	1
Egfr	2	8	2	2	1	3
Egln1	449	661	495	485	737	617
Egln2	629	888	670	968	1093	833
Egln3	214	517	240	320	442	458
Egr1	282	840	360	242	154	261
Egr2	4	8	6	1	1	4
Egr3	3	3	1	0	1	3
Egr4	0	0	0	0	0	0
Ehbp1	69	135	85	163	85	137
Ehbp1l1	4598	5673	4429	1840	2235	1785
Ehd1	1982	2862	2304	4855	4516	3991
Ehd2	72	108	85	52	28	30
Ehd3	563	745	507	1078	679	819
Ehd4	764	1186	996	1148	1108	973
Ehf	2	4	6	0	1	0
Ehhadh	163	186	196	248	191	161
Ehmt1	1066	1476	1157	1190	814	962
Ehmt2	2292	3357	2381	2993	3219	2836
Ei24	764	1065	883	1146	1078	1113
Eid1	1079	1568	1310	1089	1463	1227
Eid2	40	100	62	63	95	64
Eid2b	44	73	55	73	100	84
Eid3	29	33	13	9	4	16
Eif1	3970	5417	4546	4457	5861	4443
Eif1a	1276	1640	1602	1415	1449	1265
Eif1ad	1062	1470	1150	1437	1449	1314
Eif1ax	1618	2025	2174	2107	2045	1777
Eif1b	609	791	677	872	1198	922
Eif2a	1294	1700	1774	1760	1517	1612
Eif2ak1	2532	3311	3145	4101	2988	3223
Eif2ak2	513	920	1448	743	500	633
Eif2ak3	325	446	290	404	284	341
Eif2ak4	558	731	528	680	492	617
Eif2b1	878	1162	1058	1231	1246	1090
Eif2b2	735	967	832	1231	1329	1039
Eif2b3	587	867	759	728	779	699
Eif2b4	835	1021	845	1510	1551	1255
Eif2b5	1478	1893	1646	2332	2402	2180
Eif2c1	1053	1869	1280	1368	744	1085
Eif2c2	4470	6229	4440	2048	590	1494
Eif2c3	157	189	120	99	23	56
Eif2c4	51	73	45	60	59	48
Eif2d	657	796	738	950	848	862
Eif2s1	2634	3433	3566	3311	2899	2935
Eif2s2	2598	3380	3664	3291	2749	2947
Eif2s3x	914	1311	1758	1466	462	1096
Eif2s3y	771	1073	1	2	1049	1
Eif3a	10569	14879	11885	12152	6889	9305
Eif3b	7846	10904	8606	9733	8695	7966
Eif3c	5122	7591	6058	7387	6039	6061
Eif3d	4405	6009	4870	6034	6326	5237
Eif3e	3239	4323	4705	4561	4935	4500
Eif3f	3655	5195	3851	5106	7790	5950
Eif3g	2114	2878	2365	3288	3949	2948
Eif3h	3075	4488	3815	4491	5314	4534
Eif3i	2745	3616	3573	3565	4685	3439
Eif3j	0	0	0	0	0	0
Eif3k	2415	3220	3167	4286	6099	4086
Eif3l	3740	5480	4498	5608	5527	4812
Eif3m	2007	2718	2951	2732	2940	2562
Eif4a1	13093	17412	16021	16633	17634	15016
Eif4a2	3079	3780	2992	3140	2801	3210
Eif4a3	2224	3002	2250	3277	3550	2771
Eif4b	8038	10978	8443	10046	7939	9109
Eif4e	1343	1935	1746	1976	1864	1814
Eif4e1b	0	0	0	0	0	0
Eif4e2	1260	1652	1307	1839	1918	1616
Eif4e3	101	160	109	159	151	148
Eif4ebp1	593	801	654	810	1311	873
Eif4ebp2	1866	2457	1775	2040	1101	1677
Eif4ebp3	72	98	71	95	158	108
Eif4enif1	1713	2365	1797	2105	1336	1762
Eif4g1	15093	20437	15683	18556	12894	15014
Eif4g2	18551	26538	21787	25898	15455	19452
Eif4g3	1909	3212	2066	2295	1671	2138
Eif4h	6367	8791	6662	8696	8341	7364
Eif5	5766	7598	6798	7450	5509	6041
Eif5a	21171	27642	23803	28144	30195	26236
Eif5a2	366	488	450	509	280	402
Eif5b	3429	4811	4020	6554	6485	5692
Eif6	1506	2143	1761	2195	2761	2037
Elac1	142	206	137	177	187	164
Elac2	957	1331	1054	1518	1139	1254
Elane	1771	2018	1480	4282	13430	5539
Elavl1	1597	2178	1826	2215	2040	2107
Elavl2	4	5	5	4	1	2
Elavl3	1	3	3	1	2	0
Elavl4	2	12	3	6	1	6
Elf1	1241	2021	1492	1501	986	1195
Elf2	1079	1530	1182	1152	757	857
Elf3	1	2	1	1	1	3
Elf4	954	1525	919	1151	767	911
Elf5	3	1	1	1	1	0
Elfn1	4	2	5	2	0	1
Elfn2	0	2	0	0	2	1
Elk1	117	157	114	170	111	141
Elk3	395	632	323	417	438	389
Elk4	413	574	441	317	95	259
Ell	376	583	421	595	527	517
Ell2	2730	3622	3860	5901	3256	4940
Ell3	0	5	2	0	4	6
Elmo1	678	1200	664	871	695	711
Elmo2	550	823	505	785	724	693
Elmo3	135	167	105	99	71	95
Elmod1	0	0	0	0	0	0
Elmod2	316	399	382	394	241	325
Elmod3	79	138	119	159	173	136
Eln	14	24	11	19	7	11
Elof1	714	871	824	953	1180	867
Elovl1	1144	1663	1283	1207	1387	1088
Elovl2	59	60	95	86	42	48
Elovl3	0	4	0	1	0	2
Elovl4	0	0	0	0	0	0
Elovl5	592	870	669	980	876	778
Elovl6	547	684	537	571	322	393
Elovl7	47	83	54	60	51	48
Elp2	1167	1650	1427	1638	1590	1426
Elp3	946	1239	1074	1379	1297	1174
Elp4	274	341	353	387	287	303
Eltd1	233	499	278	157	132	127
Emb	2249	3498	2410	3366	3725	3059
Emcn	11	20	11	12	3	14
Emd	779	1061	885	1100	1134	1064
Eme1	699	941	848	1044	1060	889
Eme2	137	210	175	228	170	149
Emg1	1590	1899	1931	2159	2680	2108
Emid1	213	594	153	208	600	310
Emid2	0	36	0	8	2	2
Emilin1	1169	2123	1083	1778	2094	1592
Emilin2	1946	3269	2110	3621	3646	3379
Emilin3	0	5	1	1	0	1
Eml1	21	26	19	19	16	13
Eml2	294	508	304	603	633	624
Eml3	807	1135	800	1116	1242	1054
Eml4	959	1635	997	1141	793	972
Eml5	301	427	386	454	476	432
Eml6	21	36	20	18	12	10
Emp1	6	31	12	7	7	5
Emp2	11	9	12	17	12	8
Emp3	313	463	366	468	717	467
Emr1	290	505	392	450	527	381
Emr4	67	143	71	145	154	121
Emx1	0	1	0	0	0	0
Emx2	1	0	0	0	0	0
Emx2os	0	0	0	0	0	0
En1	0	1	0	0	0	0
En2	0	0	0	0	0	0
Enah	48	77	22	46	29	25
Enam	0	1	0	1	0	0
Enc1	79	179	94	141	84	125
Endod1	1497	1791	1860	1197	788	899
Endog	303	434	307	548	718	498
Endou	0	0	1	0	1	3
Eng	508	668	486	376	426	361
Engase	358	469	317	551	574	499
Enho	1	1	6	2	7	3
Enkur	2	4	0	1	0	1
Eno1	3	8	6	13	6	10
